monthly_income,monthly_expense,age,has_smartphone,has_wallet,avg_wallet_balance,on_time_payment_ratio,num_loans_taken,target
-0.6280551899685421,-1.2830165692820552,27,1,1,1.5552617508850237,0.709229581628927,-0.05318726483441437,0
2.31291667712276,-0.08537649319647479,43,1,1,-0.4117267676186529,0.709229581628927,0.4557468000977304,0
-0.7757747875069826,-1.832822310277933,50,1,1,-0.1896582725429727,0.535176521545202,-0.05318726483441437,0
1.8312738210204702,0.7497456989798329,46,1,1,1.2401039371665077,0.8397693766917207,-0.5621213297665592,0
0.9328189542285528,0.4774266492527376,34,1,1,0.7912564031802086,1.144362231838239,-1.5799894596308486,0
-0.8083382258421098,-1.2003343046150592,30,1,1,0.8251274564695296,0.44814999150334,-0.05318726483441437,0
2.3646234701155073,1.9370504919820388,43,1,1,1.5604209179423374,1.0573357017963765,-1.0710553946987038,0
1.5016923542346376,-0.7075292157759742,48,1,0,1.5617667876094627,1.144362231838239,-0.05318726483441437,0
0.007227888824029418,-0.9286416356808956,32,1,1,1.9908748998112569,0.4916632565242713,0.4557468000977304,0
1.6864158589720863,-0.0141256780004838,32,1,1,1.7667876002348888,0.4916632565242713,-1.0710553946987038,0
2.6008070751310433,0.23094580723407862,31,1,1,1.4191046028941772,1.18787549685917,-1.5799894596308486,0
2.6008070751310433,1.8999374300008303,34,1,1,0.9664437715176897,1.2313887618801014,-0.05318726483441437,0
-0.8265934867269538,0.12931552358089587,40,0,0,-0.745951068288111,-0.6831948990408713,1.4736149299620198,1
-1.0472354507189061,-0.5099060756059948,34,1,0,-0.6945837093261608,-0.2045489838106281,1.9825489948941646,1
-1.8674393884206544,-1.8666468730962498,29,0,0,-0.9660007588631032,-0.3350887788734218,1.9825489948941646,1
-0.763834860117436,-0.07128292535550955,50,1,1,-0.6385058065292718,-0.16103571878969686,0.4557468000977304,1
-1.560948359727003,-1.6954883214276384,22,1,0,-0.8316381037617573,-1.4229204043967019,0.9646808650298752,1
-1.6841960399711662,-1.4087625134631119,43,1,0,-0.8069638265311262,-2.07561937971067,0.4557468000977304,1
-0.827777611757322,-0.029785197823778524,53,0,0,-0.6945837093261608,-1.2488673443129772,1.4736149299620198,1
-1.4565480028828681,-1.0600250069983383,46,0,1,-0.6741713527080931,-0.03049592372690362,1.4736149299620198,1
0.08202511990895785,0.40805497643554195,28,0,0,-0.9195682553472792,0.5786897865661332,-0.05318726483441437,1
-0.4442197790038698,0.514539711233946,48,1,0,-0.12550515174333177,-3.0329112101711564,1.9825489948941646,1
1.5151124379121446,-0.5457663760013397,28,1,1,0.12303211345248004,0.4046367264824088,-1.5799894596308486,0
0.5257759750394634,-0.20893010460227016,45,1,1,-0.4657858659148539,0.5786897865661332,-1.5799894596308486,0
-1.1763050790290466,-0.5194583826982045,32,1,1,-0.721725414279855,-0.11752245376876562,0.9646808650298752,1
1.407159705976905,0.354499418639874,39,0,1,0.9101415571096132,1.0138224367754456,-1.5799894596308486,0
0.4591689420812487,-0.9563589857681274,42,1,1,1.79235912391027,0.9703091717545145,-1.0710553946987038,0
0.02795007685547397,0.4166677123383541,58,1,0,-0.6174205150776415,0.1000438713358901,1.9825489948941646,0
1.7027962552255138,1.5302161669728418,49,1,1,1.0148950795342018,0.7962561116707895,0.4557468000977304,0
1.5328743133676686,1.1579893807731263,39,1,1,0.20109255414574945,-0.03049592372690362,0.9646808650298752,0
1.589317606481889,1.624486476309076,41,1,1,-0.05372543616331391,0.709229581628927,0.4557468000977304,0
1.0274502795721496,2.3180466092827996,29,0,0,-0.10105518612388818,1.0138224367754456,0.4557468000977304,0
2.1013530050302975,1.8717502943189,30,1,0,-0.144571638694274,0.8832826417126519,-1.0710553946987038,0
0.019069139127712017,1.2389490982595601,41,1,0,-0.6048590648511384,-0.2045489838106281,1.4736149299620198,1
0.19353022693530234,-1.1223498958950515,26,1,1,-0.4076891586172769,0.4046367264824088,0.4557468000977304,0
-0.8441580080107496,-0.7805025781525275,30,0,0,-0.381893323330708,-2.293185704815326,1.9825489948941646,1
-0.1066454682630516,-0.9225344229498108,25,1,0,-0.3240209276443186,0.7527428466498582,-1.5799894596308486,0
1.1307651884717802,0.08656503446330127,49,1,1,1.7647687957342006,0.44814999150334,0.4557468000977304,1
-0.6750254828398164,-0.7429197305766203,37,1,1,-0.7802707447998071,0.709229581628927,1.9825489948941646,1
-0.5777298761778911,-0.0764505668971968,49,0,0,-0.1542170379753389,-0.9442744891664587,1.4736149299620198,1
-1.410564480870234,-0.9994226652821878,25,1,1,-0.004825504924426752,0.7962561116707895,0.9646808650298752,0
0.20961459193113788,0.07951825054281865,47,1,1,1.9931180159231325,0.709229581628927,-1.0710553946987038,0
0.5538002674248454,0.3759529607977878,41,1,1,1.2593947357286375,0.9703091717545145,0.4557468000977304,0
1.371438600894129,-0.4806227735364336,25,1,1,0.2818447341732695,0.9703091717545145,-0.5621213297665592,0
1.3239749225935347,-0.6243771655142792,32,1,1,1.9789863844183164,1.144362231838239,-0.05318726483441437,0
1.1281995842393158,-0.8008599539228107,50,1,1,0.2986681050123362,0.709229581628927,-0.5621213297665592,0
0.8210178159446162,-0.44413609234815693,30,1,1,1.1734833886438036,0.6222030515870645,-1.0710553946987038,0
0.56495077812748,-0.728826162735655,28,1,1,1.8107526760276496,1.0138224367754456,-1.0710553946987038,0
-0.14187318791650733,-0.023208199497994738,33,1,1,1.3345391254764687,0.3176101964405463,0.4557468000977304,1
0.9864992889385805,-0.7947527411917258,27,1,1,1.3749152154902289,0.709229581628927,-1.0710553946987038,0
0.7693110229518688,0.1393376162678045,51,1,1,0.7506560015552611,0.7962561116707895,-0.05318726483441437,0
0.27010364556578315,-1.3351627702936268,37,1,1,-0.3504896977644502,0.535176521545202,-0.5621213297665592,0
0.497060943053033,-0.53887618727909,39,1,1,-0.15085236380752556,0.8832826417126519,0.4557468000977304,0
1.5048500209822864,0.7497456989798329,46,1,1,1.7113826322715624,1.0138224367754456,-1.5799894596308486,0
0.5462021318133158,0.3496449674946526,44,1,1,0.47295822690506706,1.2749020269010327,-1.5799894596308486,0
-0.39004605886452187,-0.5972861962199794,46,1,1,0.78654585934527,1.18787549685917,0.9646808650298752,1
0.9816641117312435,0.03723754701992289,52,1,1,1.2562543731720117,0.535176521545202,0.4557468000977304,0
1.9639945015075793,2.2410017717521895,32,1,1,1.4850522165833187,0.5786897865661332,0.9646808650298752,1
0.15109908001377303,-0.3478300454348944,55,1,1,0.7766761484530176,0.44814999150334,-0.05318726483441437,0
1.1638220122362275,0.07716932256932445,48,1,1,1.5099508054251374,0.3176101964405463,0.4557468000977304,0
1.3673928403737041,0.7401933918876231,23,1,1,1.565131461777276,0.5786897865661332,0.4557468000977304,0
2.6008070751310433,0.9945039938179294,40,1,1,1.3778312664356671,0.709229581628927,-1.5799894596308486,0
0.7536213662994894,-0.5064609812448699,30,1,1,1.6265928432426664,0.8397693766917207,-1.0710553946987038,0
0.11004941229434001,-0.9241003749321403,39,1,1,0.4303390207794314,1.144362231838239,-0.05318726483441437,0
0.9782104137260027,0.4171374979330529,44,1,1,1.6214336761853525,0.6222030515870645,-0.05318726483441437,0
0.519954026973486,-0.3082114602819587,47,1,1,2.1001146544595968,0.535176521545202,-1.0710553946987038,0
1.5008042604618614,1.5977086974112422,50,1,1,-0.24214718956086076,0.6222030515870645,-0.05318726483441437,0
0.49252179710328803,-1.0620607445753667,40,1,1,0.7881160406235829,0.44814999150334,-0.05318726483441437,0
0.7628970123707074,0.8148893014447389,43,1,1,2.041793635550832,1.0573357017963765,-0.5621213297665592,0
0.6856328541391784,-1.0332472281005045,54,1,1,-0.03892086982493523,0.4046367264824088,-0.05318726483441437,0
-0.5167474371139257,-0.18168254010973736,37,1,0,0.04631754242633596,0.7962561116707895,1.9825489948941646,1
-0.3364644012403581,-0.4474245915110488,27,1,0,0.028596925142519058,0.5786897865661332,1.9825489948941646,1
-0.7161738276451135,0.1419997346377646,51,1,0,-0.30091683169200034,-2.4237254998781195,1.9825489948941646,1
-0.9890159700591334,-0.4195506462255842,43,0,0,-0.9736273536434801,-1.031301019208321,1.9825489948941646,1
-1.6540995287826394,-1.9228645492618777,37,0,0,-0.9038664425641503,-0.552655103978078,1.9825489948941646,1
-0.7434087033435834,-0.27814518222123286,33,1,1,-0.6889759190464718,-0.7267081640618025,1.9825489948941646,1
-0.11128329129866062,1.292504656055228,38,1,0,-0.8459940468777609,-0.7702214290827337,0.4557468000977304,1
0.26329492664116566,0.47319857890044803,41,1,0,-0.6714796133738425,-0.5961683689990088,1.9825489948941646,1
-0.9435258334758194,-0.7507494904882677,47,0,0,-0.3296287179240075,-0.03049592372690362,1.9825489948941646,1
0.28500388553125044,1.3698626839823038,40,1,0,-0.8085340078094391,-0.5961683689990088,1.9825489948941646,1
-0.15578665702333439,0.2547482773654866,57,0,1,-0.1510766754187131,-0.63968163401994,1.9825489948941646,1
-1.1738381518824461,-0.41594895666622644,22,0,0,-0.747969872788799,-1.4664336694176332,1.9825489948941646,1
-1.6299236427459542,-1.915661170143162,44,1,0,-0.6436649735865856,-1.901566319626945,1.9825489948941646,1
-0.6926886812094764,-0.9161140198222599,31,0,1,-0.6539833077012132,-0.7702214290827337,0.4557468000977304,1
-0.15578665702333439,0.8336807252326925,30,1,0,-0.33590944303725906,-1.6404867295013579,1.9825489948941646,1
-0.5371735938877782,-0.3584785189147348,30,0,0,-0.9568039828044135,-0.5091418389571468,1.9825489948941646,1
-0.9216195204140066,-0.9815708126836319,46,1,0,-0.2109678756057905,-0.4221153089152843,0.4557468000977304,1
-1.7042274884015625,-1.515403843459749,30,0,0,-0.8744816214985804,-2.5977785599618444,1.9825489948941646,1
0.05755320261468047,1.1810088749133696,31,1,0,-0.5104238765411775,0.1000438713358901,1.9825489948941646,1
-0.6542046177225079,0.024240145566588274,39,1,0,-0.4752069535847312,-1.8580530546060139,0.9646808650298752,1
0.2038913209510246,1.624329881110843,58,1,0,-0.7280061393931065,-0.9007612241455275,0.4557468000977304,1
-0.704628608599023,-0.0764505668971968,48,1,0,-0.711631391776415,-1.5534601994594954,1.9825489948941646,1
-1.369218781893209,-1.51493405786505,52,0,1,-0.8076367613646889,-2.07561937971067,1.9825489948941646,1
-1.4360231690231515,-1.7515494023950335,26,0,0,-0.7001914996058496,-0.16103571878969686,-0.05318726483441437,1
-0.6399951173580888,0.25443508696902073,57,1,0,-0.5649315980597535,-2.9458846801292937,1.9825489948941646,1
-0.19713235600035947,0.2996910992583425,48,1,1,0.01782996780551638,0.05653060631495886,1.9825489948941646,1
-0.3751458188990546,0.16830772794089974,57,1,0,-0.01447090420549165,-1.6404867295013579,1.9825489948941646,1
-0.7980758089122515,-0.5924317450747579,43,0,0,-0.8251330670373181,-2.07561937971067,0.4557468000977304,1
-0.5569090110605825,0.6694123622863309,34,0,0,-0.34510621909594885,-2.9458846801292937,-0.05318726483441437,1
-0.10852033289446801,0.48322067158735665,25,0,0,0.01356804719295282,-1.7275132595432203,1.9825489948941646,1
0.49005486995668746,0.6371537514503438,58,1,0,-0.64142185747471,-0.3350887788734218,1.9825489948941646,1
-0.3721855063231339,0.918398727476717,42,1,0,-0.7861028466906835,0.013017341294027622,1.9825489948941646,1
-1.3496807188921327,-1.4657631656199048,48,0,1,-0.2526898352866759,-2.6412918249827757,1.9825489948941646,1
